t,px1,px2,px3,px4,nx1,nx2,nx3,nx4,py1,py2,py3,py4,ny1,ny2,ny3,ny4,pz1,pz2,pz3,pz4,nz1,nz2,nz3,nz4,sx,sy,sz,sx_unit,sy_unit,sz_unit
628,0,0,0,0,0,0,0,0,0,0,0,0,0.016819931,0.445566394,0.874312857,0.445566394,0,0,0,0,0.48536278,0.742610657,0.999858535,0.742610657,0,-0.6,-1,0,-0.514495755,-0.940887412
629,0,0,0,0,0,0,0,0,0,0,0,0,0.119615242,0.519615242,0.919615242,0.519615242,0,0,0,0,0.392820323,0.692820323,0.992820323,0.692820323,0,-0.6,-0.8,0,-0.6,-0.911921505
630,0,0,0,0,0,0,0,0,0,0,0,0,0.258819045,0.612372436,0.965925826,0.612372436,0,0,0,0,0.258819045,0.612372436,0.965925826,0.612372436,0,-0.6,-0.6,0,-0.707106781,-0.857492926
631,0,0,0,0,0,0,0,0,0,0,0,0,0.443226594,0.720576692,0.99792679,0.720576692,0,0,0,0,0.064359314,0.480384461,0.896409609,0.480384461,0,-0.6,-0.4,0,-0.832050294,-0.743294146
632,0,0,0,0,0,0,0,0,0,0,0,0,0.663469953,0.821583836,0.979697719,0.821583836,0,0,0,0,-0.20048037,0.273861279,0.748202928,0.273861279,0,-0.6,-0.2,0,-0.948683298,-0.485642931
633,0,0,0,0,0,0,0,0,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,0,0,0,0,0,0,0,-0.6,0,0,-1,0
634,0,0,0,0,0,0,0,0,0,0,0,0,0.979697719,0.821583836,0.663469953,0.821583836,-0.20048037,0.273861279,0.748202928,0.273861279,0,0,0,0,0,-0.6,0.2,0,-0.948683298,0.485642931
635,0,0,0,0,0,0,0,0,0,0,0,0,0.99792679,0.720576692,0.443226594,0.720576692,0.064359314,0.480384461,0.896409609,0.480384461,0,0,0,0,0,-0.6,0.4,0,-0.832050294,0.743294146
636,0,0,0,0,0,0,0,0,0,0,0,0,0.965925826,0.612372436,0.258819045,0.612372436,0.258819045,0.612372436,0.965925826,0.612372436,0,0,0,0,0,-0.6,0.6,0,-0.707106781,0.857492926
637,0,0,0,0,0,0,0,0,0,0,0,0,0.919615242,0.519615242,0.119615242,0.519615242,0.392820323,0.692820323,0.992820323,0.692820323,0,0,0,0,0,-0.6,0.8,0,-0.6,0.911921505
638,0,0,0,0,0,0,0,0,0,0,0,0,0.874312857,0.445566394,0.016819931,0.445566394,0.48536278,0.742610657,0.999858535,0.742610657,0,0,0,0,0,-0.6,1,0,-0.514495755,0.940887412
639,0,0,0,0,0,0,0,0,0,0,0,0,-0.142604585,0.32163376,0.785872106,0.32163376,0,0,0,0,0.618389063,0.804084401,0.989779739,0.804084401,0,-0.4,-1,0,-0.371390676,-0.987440632
640,0,0,0,0,0,0,0,0,0,0,0,0,-0.059915261,0.387298335,0.83451193,0.387298335,0,0,0,0,0.550989871,0.774596669,0.998203467,0.774596669,0,-0.4,-0.8,0,-0.447213595,-0.980580676
641,0,0,0,0,0,0,0,0,0,0,0,0,0.064359314,0.480384461,0.896409609,0.480384461,0,0,0,0,0.443226594,0.720576692,0.99792679,0.720576692,0,-0.4,-0.6,0,-0.554700196,-0.96623494
642,0,0,0,0,0,0,0,0,0,0,0,0,0.258819045,0.612372436,0.965925826,0.612372436,0,0,0,0,0.258819045,0.612372436,0.965925826,0.612372436,0,-0.4,-0.4,0,-0.707106781,-0.928476691
643,0,0,0,0,0,0,0,0,0,0,0,0,0.550989871,0.774596669,0.998203467,0.774596669,0,0,0,0,-0.059915261,0.387298335,0.83451193,0.387298335,0,-0.4,-0.2,0,-0.894427191,-0.780868809
644,0,0,0,0,0,0,0,0,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,0,0,0,0,0,0,0,-0.4,0,0,-1,0
645,0,0,0,0,0,0,0,0,0,0,0,0,0.998203467,0.774596669,0.550989871,0.774596669,-0.059915261,0.387298335,0.83451193,0.387298335,0,0,0,0,0,-0.4,0.2,0,-0.894427191,0.780868809
646,0,0,0,0,0,0,0,0,0,0,0,0,0.965925826,0.612372436,0.258819045,0.612372436,0.258819045,0.612372436,0.965925826,0.612372436,0,0,0,0,0,-0.4,0.4,0,-0.707106781,0.928476691
647,0,0,0,0,0,0,0,0,0,0,0,0,0.896409609,0.480384461,0.064359314,0.480384461,0.443226594,0.720576692,0.99792679,0.720576692,0,0,0,0,0,-0.4,0.6,0,-0.554700196,0.96623494
648,0,0,0,0,0,0,0,0,0,0,0,0,0.83451193,0.387298335,-0.059915261,0.387298335,0.550989871,0.774596669,0.998203467,0.774596669,0,0,0,0,0,-0.4,0.8,0,-0.447213595,0.980580676
649,0,0,0,0,0,0,0,0,0,0,0,0,0.785872106,0.32163376,-0.142604585,0.32163376,0.618389063,0.804084401,0.989779739,0.804084401,0,0,0,0,0,-0.4,1,0,-0.371390676,0.987440632
650,0,0,0,0,0,0,0,0,0,0,0,0,-0.320448783,0.169841555,0.660131893,0.169841555,0,0,0,0,0.751149708,0.849207776,0.947265843,0.849207776,0,-0.2,-1,0,-0.196116135,-0.999200959
651,0,0,0,0,0,0,0,0,0,0,0,0,-0.275029237,0.210042013,0.695113263,0.210042013,0,0,0,0,0.718900238,0.84016805,0.961435863,0.84016805,0,-0.2,-0.8,0,-0.242535625,-0.998752339
652,0,0,0,0,0,0,0,0,0,0,0,0,-0.20048037,0.273861279,0.748202928,0.273861279,0,0,0,0,0.663469953,0.821583836,0.979697719,0.821583836,0,-0.2,-0.6,0,-0.316227766,-0.997785158
653,0,0,0,0,0,0,0,0,0,0,0,0,-0.059915261,0.387298335,0.83451193,0.387298335,0,0,0,0,0.550989871,0.774596669,0.998203467,0.774596669,0,-0.2,-0.4,0,-0.447213595,-0.99503719
654,0,0,0,0,0,0,0,0,0,0,0,0,0.258819045,0.612372436,0.965925826,0.612372436,0,0,0,0,0.258819045,0.612372436,0.965925826,0.612372436,0,-0.2,-0.2,0,-0.707106781,-0.980580676
655,0,0,0,0,0,0,0,0,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,0,0,0,0,0,0,0,-0.2,0,0,-1,0
656,0,0,0,0,0,0,0,0,0,0,0,0,0.965925826,0.612372436,0.258819045,0.612372436,0.258819045,0.612372436,0.965925826,0.612372436,0,0,0,0,0,-0.2,0.2,0,-0.707106781,0.980580676
657,0,0,0,0,0,0,0,0,0,0,0,0,0.83451193,0.387298335,-0.059915261,0.387298335,0.550989871,0.774596669,0.998203467,0.774596669,0,0,0,0,0,-0.2,0.4,0,-0.447213595,0.99503719
658,0,0,0,0,0,0,0,0,0,0,0,0,0.748202928,0.273861279,-0.20048037,0.273861279,0.663469953,0.821583836,0.979697719,0.821583836,0,0,0,0,0,-0.2,0.6,0,-0.316227766,0.997785158
659,0,0,0,0,0,0,0,0,0,0,0,0,0.695113263,0.210042013,-0.275029237,0.210042013,0.718900238,0.84016805,0.961435863,0.84016805,0,0,0,0,0,-0.2,0.8,0,-0.242535625,0.998752339
660,0,0,0,0,0,0,0,0,0,0,0,0,0.660131893,0.169841555,-0.320448783,0.169841555,0.751149708,0.849207776,0.947265843,0.849207776,0,0,0,0,0,-0.2,1,0,-0.196116135,0.999200959
661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,-1,0,0,-1
662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,-0.8,0,0,-1
663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,-0.6,0,0,-1
664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,-0.4,0,0,-1
665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,-0.2,0,0,-1
666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,0,0,0,0,0.2,0,0,1
668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,0,0,0,0,0.4,0,0,1
669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,0,0,0,0,0.6,0,0,1
670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,0,0,0,0,0.8,0,0,1
671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,0,0,0,0,1,0,0,1
672,0,0,0,0,0,0,0,0,-0.320448783,0.169841555,0.660131893,0.169841555,0,0,0,0,0,0,0,0,0.947265843,0.849207776,0.751149708,0.849207776,0,0.2,-1,0,0.196116135,-0.999200959
673,0,0,0,0,0,0,0,0,-0.275029237,0.210042013,0.695113263,0.210042013,0,0,0,0,0,0,0,0,0.961435863,0.84016805,0.718900238,0.84016805,0,0.2,-0.8,0,0.242535625,-0.998752339
674,0,0,0,0,0,0,0,0,-0.20048037,0.273861279,0.748202928,0.273861279,0,0,0,0,0,0,0,0,0.979697719,0.821583836,0.663469953,0.821583836,0,0.2,-0.6,0,0.316227766,-0.997785158
675,0,0,0,0,0,0,0,0,-0.059915261,0.387298335,0.83451193,0.387298335,0,0,0,0,0,0,0,0,0.998203467,0.774596669,0.550989871,0.774596669,0,0.2,-0.4,0,0.447213595,-0.99503719
676,0,0,0,0,0,0,0,0,0.258819045,0.612372436,0.965925826,0.612372436,0,0,0,0,0,0,0,0,0.965925826,0.612372436,0.258819045,0.612372436,0,0.2,-0.2,0,0.707106781,-0.980580676
677,0,0,0,0,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,1,0
678,0,0,0,0,0,0,0,0,0.965925826,0.612372436,0.258819045,0.612372436,0,0,0,0,0.965925826,0.612372436,0.258819045,0.612372436,0,0,0,0,0,0.2,0.2,0,0.707106781,0.980580676
679,0,0,0,0,0,0,0,0,0.83451193,0.387298335,-0.059915261,0.387298335,0,0,0,0,0.998203467,0.774596669,0.550989871,0.774596669,0,0,0,0,0,0.2,0.4,0,0.447213595,0.99503719
680,0,0,0,0,0,0,0,0,0.748202928,0.273861279,-0.20048037,0.273861279,0,0,0,0,0.979697719,0.821583836,0.663469953,0.821583836,0,0,0,0,0,0.2,0.6,0,0.316227766,0.997785158
681,0,0,0,0,0,0,0,0,0.695113263,0.210042013,-0.275029237,0.210042013,0,0,0,0,0.961435863,0.84016805,0.718900238,0.84016805,0,0,0,0,0,0.2,0.8,0,0.242535625,0.998752339
682,0,0,0,0,0,0,0,0,0.660131893,0.169841555,-0.320448783,0.169841555,0,0,0,0,0.947265843,0.849207776,0.751149708,0.849207776,0,0,0,0,0,0.2,1,0,0.196116135,0.999200959
683,0,0,0,0,0,0,0,0,-0.142604585,0.32163376,0.785872106,0.32163376,0,0,0,0,0,0,0,0,0.989779739,0.804084401,0.618389063,0.804084401,0,0.4,-1,0,0.371390676,-0.987440632
684,0,0,0,0,0,0,0,0,-0.059915261,0.387298335,0.83451193,0.387298335,0,0,0,0,0,0,0,0,0.998203467,0.774596669,0.550989871,0.774596669,0,0.4,-0.8,0,0.447213595,-0.980580676
685,0,0,0,0,0,0,0,0,0.064359314,0.480384461,0.896409609,0.480384461,0,0,0,0,0,0,0,0,0.99792679,0.720576692,0.443226594,0.720576692,0,0.4,-0.6,0,0.554700196,-0.96623494
686,0,0,0,0,0,0,0,0,0.258819045,0.612372436,0.965925826,0.612372436,0,0,0,0,0,0,0,0,0.965925826,0.612372436,0.258819045,0.612372436,0,0.4,-0.4,0,0.707106781,-0.928476691
687,0,0,0,0,0,0,0,0,0.550989871,0.774596669,0.998203467,0.774596669,0,0,0,0,0,0,0,0,0.83451193,0.387298335,-0.059915261,0.387298335,0,0.4,-0.2,0,0.894427191,-0.780868809
688,0,0,0,0,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,1,0
689,0,0,0,0,0,0,0,0,0.998203467,0.774596669,0.550989871,0.774596669,0,0,0,0,0.83451193,0.387298335,-0.059915261,0.387298335,0,0,0,0,0,0.4,0.2,0,0.894427191,0.780868809
690,0,0,0,0,0,0,0,0,0.965925826,0.612372436,0.258819045,0.612372436,0,0,0,0,0.965925826,0.612372436,0.258819045,0.612372436,0,0,0,0,0,0.4,0.4,0,0.707106781,0.928476691
691,0,0,0,0,0,0,0,0,0.896409609,0.480384461,0.064359314,0.480384461,0,0,0,0,0.99792679,0.720576692,0.443226594,0.720576692,0,0,0,0,0,0.4,0.6,0,0.554700196,0.96623494
692,0,0,0,0,0,0,0,0,0.83451193,0.387298335,-0.059915261,0.387298335,0,0,0,0,0.998203467,0.774596669,0.550989871,0.774596669,0,0,0,0,0,0.4,0.8,0,0.447213595,0.980580676
693,0,0,0,0,0,0,0,0,0.785872106,0.32163376,-0.142604585,0.32163376,0,0,0,0,0.989779739,0.804084401,0.618389063,0.804084401,0,0,0,0,0,0.4,1,0,0.371390676,0.987440632
694,0,0,0,0,0,0,0,0,0.016819931,0.445566394,0.874312857,0.445566394,0,0,0,0,0,0,0,0,0.999858535,0.742610657,0.48536278,0.742610657,0,0.6,-1,0,0.514495755,-0.940887412
695,0,0,0,0,0,0,0,0,0.119615242,0.519615242,0.919615242,0.519615242,0,0,0,0,0,0,0,0,0.992820323,0.692820323,0.392820323,0.692820323,0,0.6,-0.8,0,0.6,-0.911921505
696,0,0,0,0,0,0,0,0,0.258819045,0.612372436,0.965925826,0.612372436,0,0,0,0,0,0,0,0,0.965925826,0.612372436,0.258819045,0.612372436,0,0.6,-0.6,0,0.707106781,-0.857492926
697,0,0,0,0,0,0,0,0,0.443226594,0.720576692,0.99792679,0.720576692,0,0,0,0,0,0,0,0,0.896409609,0.480384461,0.064359314,0.480384461,0,0.6,-0.4,0,0.832050294,-0.743294146
698,0,0,0,0,0,0,0,0,0.663469953,0.821583836,0.979697719,0.821583836,0,0,0,0,0,0,0,0,0.748202928,0.273861279,-0.20048037,0.273861279,0,0.6,-0.2,0,0.948683298,-0.485642931
699,0,0,0,0,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,0
700,0,0,0,0,0,0,0,0,0.979697719,0.821583836,0.663469953,0.821583836,0,0,0,0,0.748202928,0.273861279,-0.20048037,0.273861279,0,0,0,0,0,0.6,0.2,0,0.948683298,0.485642931
701,0,0,0,0,0,0,0,0,0.99792679,0.720576692,0.443226594,0.720576692,0,0,0,0,0.896409609,0.480384461,0.064359314,0.480384461,0,0,0,0,0,0.6,0.4,0,0.832050294,0.743294146
702,0,0,0,0,0,0,0,0,0.965925826,0.612372436,0.258819045,0.612372436,0,0,0,0,0.965925826,0.612372436,0.258819045,0.612372436,0,0,0,0,0,0.6,0.6,0,0.707106781,0.857492926
703,0,0,0,0,0,0,0,0,0.919615242,0.519615242,0.119615242,0.519615242,0,0,0,0,0.992820323,0.692820323,0.392820323,0.692820323,0,0,0,0,0,0.6,0.8,0,0.6,0.911921505
704,0,0,0,0,0,0,0,0,0.874312857,0.445566394,0.016819931,0.445566394,0,0,0,0,0.999858535,0.742610657,0.48536278,0.742610657,0,0,0,0,0,0.6,1,0,0.514495755,0.940887412
705,0,0,0,0,0,0,0,0,0.150567376,0.541001781,0.931436186,0.541001781,0,0,0,0,0,0,0,0,0.98859975,0.676252226,0.363904702,0.676252226,0,0.8,-1,0,0.624695048,-0.842271401
706,0,0,0,0,0,0,0,0,0.258819045,0.612372436,0.965925826,0.612372436,0,0,0,0,0,0,0,0,0.965925826,0.612372436,0.258819045,0.612372436,0,0.8,-0.8,0,0.707106781,-0.780868809
707,0,0,0,0,0,0,0,0,0.392820323,0.692820323,0.992820323,0.692820323,0,0,0,0,0,0,0,0,0.919615242,0.519615242,0.119615242,0.519615242,0,0.8,-0.6,0,0.8,-0.683941129
708,0,0,0,0,0,0,0,0,0.550989871,0.774596669,0.998203467,0.774596669,0,0,0,0,0,0,0,0,0.83451193,0.387298335,-0.059915261,0.387298335,0,0.8,-0.4,0,0.894427191,-0.52999894
709,0,0,0,0,0,0,0,0,0.718900238,0.84016805,0.961435863,0.84016805,0,0,0,0,0,0,0,0,0.695113263,0.210042013,-0.275029237,0.210042013,0,0.8,-0.2,0,0.9701425,-0.298274993
710,0,0,0,0,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,0
711,0,0,0,0,0,0,0,0,0.961435863,0.84016805,0.718900238,0.84016805,0,0,0,0,0.695113263,0.210042013,-0.275029237,0.210042013,0,0,0,0,0,0.8,0.2,0,0.9701425,0.298274993
712,0,0,0,0,0,0,0,0,0.998203467,0.774596669,0.550989871,0.774596669,0,0,0,0,0.83451193,0.387298335,-0.059915261,0.387298335,0,0,0,0,0,0.8,0.4,0,0.894427191,0.52999894
713,0,0,0,0,0,0,0,0,0.992820323,0.692820323,0.392820323,0.692820323,0,0,0,0,0.919615242,0.519615242,0.119615242,0.519615242,0,0,0,0,0,0.8,0.6,0,0.8,0.683941129
714,0,0,0,0,0,0,0,0,0.965925826,0.612372436,0.258819045,0.612372436,0,0,0,0,0.965925826,0.612372436,0.258819045,0.612372436,0,0,0,0,0,0.8,0.8,0,0.707106781,0.780868809
715,0,0,0,0,0,0,0,0,0.931436186,0.541001781,0.150567376,0.541001781,0,0,0,0,0.98859975,0.676252226,0.363904702,0.676252226,0,0,0,0,0,0.8,1,0,0.624695048,0.842271401
716,0,0,0,0,0,0,0,0,0.258819045,0.612372436,0.965925826,0.612372436,0,0,0,0,0,0,0,0,0.965925826,0.612372436,0.258819045,0.612372436,0,1,-1,0,0.707106781,-0.707106781
717,0,0,0,0,0,0,0,0,0.363904702,0.676252226,0.98859975,0.676252226,0,0,0,0,0,0,0,0,0.931436186,0.541001781,0.150567376,0.541001781,0,1,-0.8,0,0.780868809,-0.624695048
718,0,0,0,0,0,0,0,0,0.48536278,0.742610657,0.999858535,0.742610657,0,0,0,0,0,0,0,0,0.874312857,0.445566394,0.016819931,0.445566394,0,1,-0.6,0,0.857492926,-0.514495755
719,0,0,0,0,0,0,0,0,0.618389063,0.804084401,0.989779739,0.804084401,0,0,0,0,0,0,0,0,0.785872106,0.32163376,-0.142604585,0.32163376,0,1,-0.4,0,0.928476691,-0.371390676
720,0,0,0,0,0,0,0,0,0.751149708,0.849207776,0.947265843,0.849207776,0,0,0,0,0,0,0,0,0.660131893,0.169841555,-0.320448783,0.169841555,0,1,-0.2,0,0.980580676,-0.196116135
721,0,0,0,0,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
722,0,0,0,0,0,0,0,0,0.947265843,0.849207776,0.751149708,0.849207776,0,0,0,0,0.660131893,0.169841555,-0.320448783,0.169841555,0,0,0,0,0,1,0.2,0,0.980580676,0.196116135
723,0,0,0,0,0,0,0,0,0.989779739,0.804084401,0.618389063,0.804084401,0,0,0,0,0.785872106,0.32163376,-0.142604585,0.32163376,0,0,0,0,0,1,0.4,0,0.928476691,0.371390676
724,0,0,0,0,0,0,0,0,0.999858535,0.742610657,0.48536278,0.742610657,0,0,0,0,0.874312857,0.445566394,0.016819931,0.445566394,0,0,0,0,0,1,0.6,0,0.857492926,0.514495755
725,0,0,0,0,0,0,0,0,0.98859975,0.676252226,0.363904702,0.676252226,0,0,0,0,0.931436186,0.541001781,0.150567376,0.541001781,0,0,0,0,0,1,0.8,0,0.780868809,0.624695048
726,0,0,0,0,0,0,0,0,0.965925826,0.612372436,0.258819045,0.612372436,0,0,0,0,0.965925826,0.612372436,0.258819045,0.612372436,0,0,0,0,0,1,1,0,0.707106781,0.707106781
727,-0.228802208,-0.228802208,0.471337834,0.471337834,0,0,0,0,0,0,0,0,0.256269042,0.676353067,0.956409084,0.536325058,0,0,0,0,0.256269042,0.536325058,0.956409084,0.676353067,0.2,-1,-1,0.140028008,-0.706824108,-0.700140042
728,-0.174976079,-0.252127754,0.442237321,0.519388996,0,0,0,0,0,0,0,0,0.359546405,0.74530478,0.976759805,0.59100143,0,0,0,0,0.148764109,0.457370809,0.920280859,0.611674159,0.2,-1,-0.8,0.15430335,-0.780488176,-0.6172134
729,-0.107161265,-0.276192116,0.399931287,0.568962138,0,0,0,0,0,0,0,0,0.478378778,0.81644048,0.985471331,0.647409629,0,0,0,0,0.016577905,0.354639607,0.86173216,0.523670458,0.2,-1,-0.6,0.169030851,-0.856988963,-0.507092553
730,-0.024460303,-0.298321582,0.340688069,0.614549348,0,0,0,0,0,0,0,0,0.607995229,0.881856508,0.973143601,0.699282322,0,0,0,0,-0.140207699,0.224940673,0.772663231,0.407514859,0.2,-1,-0.4,0.182574186,-0.927837024,-0.365148372
731,0.070441622,-0.314458558,0.262891712,0.647791891,0,0,0,0,0,0,0,0,0.737108288,0.929558378,0.929558378,0.737108288,0,0,0,0,-0.314458558,0.070441622,0.647791891,0.262891712,0.2,-1,-0.2,0.19245009,-0.979827252,-0.19245009
732,0.169841555,-0.320448783,0.169841555,0.660131893,0,0,0,0,0,0,0,0,0.849207776,0.947265843,0.849207776,0.751149708,0,0,0,0,0,0,0,0,0.2,-1,0,0.196116135,-0.999200959,0
733,0.262891712,-0.314458558,0.070441622,0.647791891,0,0,0,0,0,0,0,0,0.929558378,0.929558378,0.737108288,0.737108288,-0.314458558,0.262891712,0.647791891,0.070441622,0,0,0,0,0.2,-1,0.2,0.19245009,-0.979827252,0.19245009
734,0.340688069,-0.298321582,-0.024460303,0.614549348,0,0,0,0,0,0,0,0,0.973143601,0.881856508,0.607995229,0.699282322,-0.140207699,0.407514859,0.772663231,0.224940673,0,0,0,0,0.2,-1,0.4,0.182574186,-0.927837024,0.365148372
735,0.399931287,-0.276192116,-0.107161265,0.568962138,0,0,0,0,0,0,0,0,0.985471331,0.81644048,0.478378778,0.647409629,0.016577905,0.523670458,0.86173216,0.354639607,0,0,0,0,0.2,-1,0.6,0.169030851,-0.856988963,0.507092553
736,0.442237321,-0.252127754,-0.174976079,0.519388996,0,0,0,0,0,0,0,0,0.976759805,0.74530478,0.359546405,0.59100143,0.148764109,0.611674159,0.920280859,0.457370809,0,0,0,0,0.2,-1,0.8,0.15430335,-0.780488176,0.6172134
737,0.471337834,-0.228802208,-0.228802208,0.471337834,0,0,0,0,0,0,0,0,0.956409084,0.676353067,0.256269042,0.536325058,0.256269042,0.676353067,0.956409084,0.536325058,0,0,0,0,0.2,-1,1,0.140028008,-0.706824108,0.700140042
738,-0.252127754,-0.174976079,0.519388996,0.442237321,0,0,0,0,0,0,0,0,0.148764109,0.611674159,0.920280859,0.457370809,0,0,0,0,0.359546405,0.59100143,0.976759805,0.74530478,0.2,-0.8,-1,0.15430335,-0.624390541,-0.830569368
739,-0.19739964,-0.19739964,0.498910984,0.498910984,0,0,0,0,0,0,0,0,0.254867377,0.690061517,0.951178001,0.515983861,0,0,0,0,0.254867377,0.515983861,0.951178001,0.690061517,0.2,-0.8,-0.8,0.174077656,-0.706665253,-0.766401665
740,-0.124332648,-0.222390715,0.464015758,0.562073825,0,0,0,0,0,0,0,0,0.385192018,0.777424288,0.973540423,0.581308153,0,0,0,0,0.117292395,0.411466598,0.901756936,0.607582733,0.2,-0.8,-0.6,0.196116135,-0.799360767,-0.666831337
741,-0.029235654,-0.247453544,0.407200127,0.625418017,0,0,0,0,0,0,0,0,0.537711056,0.865037891,0.974146836,0.646820001,0,0,0,0,-0.058471307,0.268855528,0.814400253,0.487073418,0.2,-0.8,-0.4,0.21821789,-0.893534103,-0.51231552
742,0.086273015,-0.267280376,0.321975275,0.675528666,0,0,0,0,0,0,0,0,0.698645451,0.934347711,0.934347711,0.698645451,0,0,0,0,-0.267280376,0.086273015,0.675528666,0.321975275,0.2,-0.8,-0.2,0.23570226,-0.969003166,-0.285830975
743,0.210042013,-0.275029237,0.210042013,0.695113263,0,0,0,0,0,0,0,0,0.84016805,0.961435863,0.84016805,0.718900238,0,0,0,0,0,0,0,0,0.2,-0.8,0,0.242535625,-0.998752339,0
744,0.321975275,-0.267280376,0.086273015,0.675528666,0,0,0,0,0,0,0,0,0.934347711,0.934347711,0.698645451,0.698645451,-0.267280376,0.321975275,0.675528666,0.086273015,0,0,0,0,0.2,-0.8,0.2,0.23570226,-0.969003166,0.285830975
745,0.407200127,-0.247453544,-0.029235654,0.625418017,0,0,0,0,0,0,0,0,0.974146836,0.865037891,0.537711056,0.646820001,-0.058471307,0.487073418,0.814400253,0.268855528,0,0,0,0,0.2,-0.8,0.4,0.21821789,-0.893534103,0.51231552
746,0.464015758,-0.222390715,-0.124332648,0.562073825,0,0,0,0,0,0,0,0,0.973540423,0.777424288,0.385192018,0.581308153,0.117292395,0.607582733,0.901756936,0.411466598,0,0,0,0,0.2,-0.8,0.6,0.196116135,-0.799360767,0.666831337
747,0.498910984,-0.19739964,-0.19739964,0.498910984,0,0,0,0,0,0,0,0,0.951178001,0.690061517,0.254867377,0.515983861,0.254867377,0.690061517,0.951178001,0.515983861,0,0,0,0,0.2,-0.8,0.8,0.174077656,-0.706665253,0.766401665
748,0.519388996,-0.174976079,-0.252127754,0.442237321,0,0,0,0,0,0,0,0,0.920280859,0.611674159,0.148764109,0.457370809,0.359546405,0.74530478,0.976759805,0.59100143,0,0,0,0,0.2,-0.8,1,0.15430335,-0.624390541,0.830569368
749,-0.276192116,-0.107161265,0.568962138,0.399931287,0,0,0,0,0,0,0,0,0.016577905,0.523670458,0.86173216,0.354639607,0,0,0,0,0.478378778,0.647409629,0.985471331,0.81644048,0.2,-0.6,-1,0.169030851,-0.514193378,-0.924658402
750,-0.222390715,-0.124332648,0.562073825,0.464015758,0,0,0,0,0,0,0,0,0.117292395,0.607582733,0.901756936,0.411466598,0,0,0,0,0.385192018,0.581308153,0.973540423,0.777424288,0.2,-0.6,-0.8,0.196116135,-0.599520575,-0.889108449
751,-0.145443747,-0.145443747,0.542803454,0.542803454,0,0,0,0,0,0,0,0,0.25191596,0.710747428,0.940163161,0.481331694,0,0,0,0,0.25191596,0.481331694,0.940163161,0.710747428,0.2,-0.6,-0.6,0.229415734,-0.706322414,-0.824474565
752,-0.035806217,-0.169436838,0.498716267,0.632346888,0,0,0,0,0,0,0,0,0.427103833,0.827995696,0.961626317,0.560734454,0,0,0,0,0.062018187,0.329279429,0.863801913,0.596540671,0.2,-0.6,-0.4,0.267261242,-0.830773163,-0.696733014
753,0.110360812,-0.191150533,0.411872156,0.713383501,0,0,0,0,0,0,0,0,0.63259378,0.934105124,0.934105124,0.63259378,0,0,0,0,-0.191150533,0.110360812,0.713383501,0.411872156,0.2,-0.6,-0.2,0.301511345,-0.946791605,-0.436852028
754,0.273861279,-0.20048037,0.273861279,0.748202928,0,0,0,0,0,0,0,0,0.821583836,0.979697719,0.821583836,0.663469953,0,0,0,0,0,0,0,0,0.2,-0.6,0,0.316227766,-0.997785158,0
