t,px1,px2,px3,px4,nx1,nx2,nx3,nx4,py1,py2,py3,py4,ny1,ny2,ny3,ny4,pz1,pz2,pz3,pz4,nz1,nz2,nz3,nz4,sx,sy,sz,sx_unit,sy_unit,sz_unit
1013,0.016577905,0.354639607,0.86173216,0.523670458,0,0,0,0,0,0,0,0,-0.276192116,0.399931287,0.568962138,-0.107161265,0,0,0,0,0.647409629,0.478378778,0.81644048,0.985471331,0.6,-0.2,-1,0.507092553,-0.18493168,-0.856988963
1014,0.117292395,0.411466598,0.901756936,0.607582733,0,0,0,0,0,0,0,0,-0.222390715,0.464015758,0.562073825,-0.124332648,0,0,0,0,0.581308153,0.385192018,0.777424288,0.973540423,0.6,-0.2,-0.8,0.588348405,-0.222277112,-0.799360767
1015,0.25191596,0.481331694,0.940163161,0.710747428,0,0,0,0,0,0,0,0,-0.145443747,0.542803454,0.542803454,-0.145443747,0,0,0,0,0.481331694,0.25191596,0.710747428,0.940163161,0.6,-0.2,-0.6,0.688247202,-0.274824855,-0.706322414
1016,0.427103833,0.560734454,0.961626317,0.827995696,0,0,0,0,0,0,0,0,-0.035806217,0.632346888,0.498716267,-0.169436838,0,0,0,0,0.329279429,0.062018187,0.596540671,0.863801913,0.6,-0.2,-0.4,0.801783726,-0.348366507,-0.553848776
1017,0.63259378,0.63259378,0.934105124,0.934105124,0,0,0,0,0,0,0,0,0.110360812,0.713383501,0.411872156,-0.191150533,0,0,0,0,0.110360812,-0.191150533,0.411872156,0.713383501,0.6,-0.2,-0.2,0.904534034,-0.436852028,-0.315597202
1018,0.821583836,0.663469953,0.821583836,0.979697719,0,0,0,0,0,0,0,0,0.273861279,0.748202928,0.273861279,-0.20048037,0,0,0,0,0,0,0,0,0.6,-0.2,0,0.948683298,-0.485642931,0
1019,0.934105124,0.63259378,0.63259378,0.934105124,0,0,0,0,0,0,0,0,0.411872156,0.713383501,0.110360812,-0.191150533,0.110360812,0.713383501,0.411872156,-0.191150533,0,0,0,0,0.6,-0.2,0.2,0.904534034,-0.436852028,0.315597202
1020,0.961626317,0.560734454,0.427103833,0.827995696,0,0,0,0,0,0,0,0,0.498716267,0.632346888,-0.035806217,-0.169436838,0.329279429,0.863801913,0.596540671,0.062018187,0,0,0,0,0.6,-0.2,0.4,0.801783726,-0.348366507,0.553848776
1021,0.940163161,0.481331694,0.25191596,0.710747428,0,0,0,0,0,0,0,0,0.542803454,0.542803454,-0.145443747,-0.145443747,0.481331694,0.940163161,0.710747428,0.25191596,0,0,0,0,0.6,-0.2,0.6,0.688247202,-0.274824855,0.706322414
1022,0.901756936,0.411466598,0.117292395,0.607582733,0,0,0,0,0,0,0,0,0.562073825,0.464015758,-0.222390715,-0.124332648,0.581308153,0.973540423,0.777424288,0.385192018,0,0,0,0,0.6,-0.2,0.8,0.588348405,-0.222277112,0.799360767
1023,0.86173216,0.354639607,0.016577905,0.523670458,0,0,0,0,0,0,0,0,0.568962138,0.399931287,-0.276192116,-0.107161265,0.647409629,0.985471331,0.81644048,0.478378778,0,0,0,0,0.6,-0.2,1,0.507092553,-0.18493168,0.856988963
1024,0.016819931,0.445566394,0.874312857,0.445566394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742610657,0.48536278,0.742610657,0.999858535,0.6,0,-1,0.514495755,0,-0.857492926
1025,0.119615242,0.519615242,0.919615242,0.519615242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692820323,0.392820323,0.692820323,0.992820323,0.6,0,-0.8,0.6,0,-0.8
1026,0.258819045,0.612372436,0.965925826,0.612372436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612372436,0.258819045,0.612372436,0.965925826,0.6,0,-0.6,0.707106781,0,-0.707106781
1027,0.443226594,0.720576692,0.99792679,0.720576692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480384461,0.064359314,0.480384461,0.896409609,0.6,0,-0.4,0.832050294,0,-0.554700196
1028,0.663469953,0.821583836,0.979697719,0.821583836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273861279,-0.20048037,0.273861279,0.748202928,0.6,0,-0.2,0.948683298,0,-0.316227766
1029,0.866025404,0.866025404,0.866025404,0.866025404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,0,0
1030,0.979697719,0.821583836,0.663469953,0.821583836,0,0,0,0,0,0,0,0,0,0,0,0,0.273861279,0.748202928,0.273861279,-0.20048037,0,0,0,0,0.6,0,0.2,0.948683298,0,0.316227766
1031,0.99792679,0.720576692,0.443226594,0.720576692,0,0,0,0,0,0,0,0,0,0,0,0,0.480384461,0.896409609,0.480384461,0.064359314,0,0,0,0,0.6,0,0.4,0.832050294,0,0.554700196
1032,0.965925826,0.612372436,0.258819045,0.612372436,0,0,0,0,0,0,0,0,0,0,0,0,0.612372436,0.965925826,0.612372436,0.258819045,0,0,0,0,0.6,0,0.6,0.707106781,0,0.707106781
1033,0.919615242,0.519615242,0.119615242,0.519615242,0,0,0,0,0,0,0,0,0,0,0,0,0.692820323,0.992820323,0.692820323,0.392820323,0,0,0,0,0.6,0,0.8,0.6,0,0.8
1034,0.874312857,0.445566394,0.016819931,0.445566394,0,0,0,0,0,0,0,0,0,0,0,0,0.742610657,0.999858535,0.742610657,0.48536278,0,0,0,0,0.6,0,1,0.514495755,0,0.857492926
1035,0.016577905,0.523670458,0.86173216,0.354639607,0,0,0,0,-0.276192116,-0.107161265,0.568962138,0.399931287,0,0,0,0,0,0,0,0,0.81644048,0.478378778,0.647409629,0.985471331,0.6,0.2,-1,0.507092553,0.18493168,-0.856988963
1036,0.117292395,0.607582733,0.901756936,0.411466598,0,0,0,0,-0.222390715,-0.124332648,0.562073825,0.464015758,0,0,0,0,0,0,0,0,0.777424288,0.385192018,0.581308153,0.973540423,0.6,0.2,-0.8,0.588348405,0.222277112,-0.799360767
1037,0.25191596,0.710747428,0.940163161,0.481331694,0,0,0,0,-0.145443747,-0.145443747,0.542803454,0.542803454,0,0,0,0,0,0,0,0,0.710747428,0.25191596,0.481331694,0.940163161,0.6,0.2,-0.6,0.688247202,0.274824855,-0.706322414
1038,0.427103833,0.827995696,0.961626317,0.560734454,0,0,0,0,-0.035806217,-0.169436838,0.498716267,0.632346888,0,0,0,0,0,0,0,0,0.596540671,0.062018187,0.329279429,0.863801913,0.6,0.2,-0.4,0.801783726,0.348366507,-0.553848776
1039,0.63259378,0.934105124,0.934105124,0.63259378,0,0,0,0,0.110360812,-0.191150533,0.411872156,0.713383501,0,0,0,0,0,0,0,0,0.411872156,-0.191150533,0.110360812,0.713383501,0.6,0.2,-0.2,0.904534034,0.436852028,-0.315597202
1040,0.821583836,0.979697719,0.821583836,0.663469953,0,0,0,0,0.273861279,-0.20048037,0.273861279,0.748202928,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0.948683298,0.485642931,0
1041,0.934105124,0.934105124,0.63259378,0.63259378,0,0,0,0,0.411872156,-0.191150533,0.110360812,0.713383501,0,0,0,0,0.411872156,0.713383501,0.110360812,-0.191150533,0,0,0,0,0.6,0.2,0.2,0.904534034,0.436852028,0.315597202
1042,0.961626317,0.827995696,0.427103833,0.560734454,0,0,0,0,0.498716267,-0.169436838,-0.035806217,0.632346888,0,0,0,0,0.596540671,0.863801913,0.329279429,0.062018187,0,0,0,0,0.6,0.2,0.4,0.801783726,0.348366507,0.553848776
1043,0.940163161,0.710747428,0.25191596,0.481331694,0,0,0,0,0.542803454,-0.145443747,-0.145443747,0.542803454,0,0,0,0,0.710747428,0.940163161,0.481331694,0.25191596,0,0,0,0,0.6,0.2,0.6,0.688247202,0.274824855,0.706322414
1044,0.901756936,0.607582733,0.117292395,0.411466598,0,0,0,0,0.562073825,-0.124332648,-0.222390715,0.464015758,0,0,0,0,0.777424288,0.973540423,0.581308153,0.385192018,0,0,0,0,0.6,0.2,0.8,0.588348405,0.222277112,0.799360767
1045,0.86173216,0.523670458,0.016577905,0.354639607,0,0,0,0,0.568962138,-0.107161265,-0.276192116,0.399931287,0,0,0,0,0.81644048,0.985471331,0.647409629,0.478378778,0,0,0,0,0.6,0.2,1,0.507092553,0.18493168,0.856988963
1046,0.015910062,0.583685036,0.827017168,0.259242194,0,0,0,0,-0.124577809,0.037643612,0.686529296,0.524307875,0,0,0,0,0,0,0,0,0.86466078,0.459107227,0.540217938,0.94577149,0.6,0.4,-1,0.486664263,0.352234977,-0.849534583
1047,0.111059964,0.668145979,0.853841317,0.296755302,0,0,0,0,-0.049756916,0.043090753,0.693024437,0.600176768,0,0,0,0,0,0,0,0,0.828962859,0.364724514,0.457572183,0.921810528,0.6,0.4,-0.8,0.557086015,0.414869907,-0.789952506
1048,0.234110635,0.767112426,0.873712784,0.340710993,0,0,0,0,0.049473398,0.049473398,0.689075547,0.689075547,0,0,0,0,0,0,0,0,0.767112426,0.234110635,0.340710993,0.873712784,0.6,0.4,-0.6,0.639602149,0.496291667,-0.694861582
1049,0.387590413,0.872661663,0.872661663,0.387590413,0,0,0,0,0.1775484,0.056280588,0.66261965,0.783887463,0,0,0,0,0,0,0,0,0.66261965,0.056280588,0.1775484,0.783887463,0.6,0.4,-0.4,0.727606875,0.596549986,-0.541530361
1050,0.560734454,0.961626317,0.827995696,0.427103833,0,0,0,0,0.329279429,0.062018187,0.596540671,0.863801913,0,0,0,0,0,0,0,0,0.498716267,-0.169436838,-0.035806217,0.632346888,0.6,0.4,-0.2,0.801783726,0.696733014,-0.30656967
1051,0.720576692,0.99792679,0.720576692,0.443226594,0,0,0,0,0.480384461,0.064359314,0.480384461,0.896409609,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0.832050294,0.743294146,0
1052,0.827995696,0.961626317,0.560734454,0.427103833,0,0,0,0,0.596540671,0.062018187,0.329279429,0.863801913,0,0,0,0,0.498716267,0.632346888,-0.035806217,-0.169436838,0,0,0,0,0.6,0.4,0.2,0.801783726,0.696733014,0.30656967
1053,0.872661663,0.872661663,0.387590413,0.387590413,0,0,0,0,0.66261965,0.056280588,0.1775484,0.783887463,0,0,0,0,0.66261965,0.783887463,0.1775484,0.056280588,0,0,0,0,0.6,0.4,0.4,0.727606875,0.596549986,0.541530361
1054,0.873712784,0.767112426,0.234110635,0.340710993,0,0,0,0,0.689075547,0.049473398,0.049473398,0.689075547,0,0,0,0,0.767112426,0.873712784,0.340710993,0.234110635,0,0,0,0,0.6,0.4,0.6,0.639602149,0.496291667,0.694861582
1055,0.853841317,0.668145979,0.111059964,0.296755302,0,0,0,0,0.693024437,0.043090753,-0.049756916,0.600176768,0,0,0,0,0.828962859,0.921810528,0.457572183,0.364724514,0,0,0,0,0.6,0.4,0.8,0.557086015,0.414869907,0.789952506
1056,0.827017168,0.583685036,0.015910062,0.259242194,0,0,0,0,0.686529296,0.037643612,-0.124577809,0.524307875,0,0,0,0,0.86466078,0.94577149,0.540217938,0.459107227,0,0,0,0,0.6,0.4,1,0.486664263,0.352234977,0.849534583
1057,0.014956482,0.624950763,0.777449334,0.167455052,0,0,0,0,0.014956482,0.167455052,0.777449334,0.624950763,0,0,0,0,0,0,0,0,0.889086035,0.431590324,0.431590324,0.889086035,0.6,0.6,-1,0.457495711,0.491605144,-0.819341907
1058,0.102569224,0.702814272,0.788563565,0.188318517,0,0,0,0,0.102569224,0.188318517,0.788563565,0.702814272,0,0,0,0,0,0,0,0,0.851336403,0.336840648,0.336840648,0.851336403,0.6,0.6,-0.8,0.514495755,0.564532447,-0.752709929
1059,0.211324865,0.788675135,0.788675135,0.211324865,0,0,0,0,0.211324865,0.211324865,0.788675135,0.788675135,0,0,0,0,0,0,0,0,0.788675135,0.211324865,0.211324865,0.788675135,0.6,0.6,-0.6,0.577350269,0.650944555,-0.650944555
1060,0.340710993,0.873712784,0.767112426,0.234110635,0,0,0,0,0.340710993,0.234110635,0.767112426,0.873712784,0,0,0,0,0,0,0,0,0.689075547,0.049473398,0.049473398,0.689075547,0.6,0.6,-0.4,0.639602149,0.7444375,-0.496291667
1061,0.481331694,0.940163161,0.710747428,0.25191596,0,0,0,0,0.481331694,0.25191596,0.710747428,0.940163161,0,0,0,0,0,0,0,0,0.542803454,-0.145443747,-0.145443747,0.542803454,0.6,0.6,-0.2,0.688247202,0.824474565,-0.274824855
1062,0.612372436,0.965925826,0.612372436,0.258819045,0,0,0,0,0.612372436,0.258819045,0.612372436,0.965925826,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0.707106781,0.857492926,0
1063,0.710747428,0.940163161,0.481331694,0.25191596,0,0,0,0,0.710747428,0.25191596,0.481331694,0.940163161,0,0,0,0,0.542803454,0.542803454,-0.145443747,-0.145443747,0,0,0,0,0.6,0.6,0.2,0.688247202,0.824474565,0.274824855
1064,0.767112426,0.873712784,0.340710993,0.234110635,0,0,0,0,0.767112426,0.234110635,0.340710993,0.873712784,0,0,0,0,0.689075547,0.689075547,0.049473398,0.049473398,0,0,0,0,0.6,0.6,0.4,0.639602149,0.7444375,0.496291667
1065,0.788675135,0.788675135,0.211324865,0.211324865,0,0,0,0,0.788675135,0.211324865,0.211324865,0.788675135,0,0,0,0,0.788675135,0.788675135,0.211324865,0.211324865,0,0,0,0,0.6,0.6,0.6,0.577350269,0.650944555,0.650944555
1066,0.788563565,0.702814272,0.102569224,0.188318517,0,0,0,0,0.788563565,0.188318517,0.102569224,0.702814272,0,0,0,0,0.851336403,0.851336403,0.336840648,0.336840648,0,0,0,0,0.6,0.6,0.8,0.514495755,0.564532447,0.752709929
1067,0.777449334,0.624950763,0.014956482,0.167455052,0,0,0,0,0.777449334,0.167455052,0.014956482,0.624950763,0,0,0,0,0.889086035,0.889086035,0.431590324,0.431590324,0,0,0,0,0.6,0.6,1,0.457495711,0.491605144,0.819341907
1068,0.013870071,0.650266174,0.720976852,0.084580749,0,0,0,0,0.136344558,0.277765914,0.843451339,0.702029983,0,0,0,0,0,0,0,0,0.895215148,0.400240401,0.329529723,0.82450447,0.6,0.8,-1,0.424264069,0.601384779,-0.751730974
1069,0.093403812,0.718098859,0.718098859,0.093403812,0,0,0,0,0.228654257,0.306741138,0.853349305,0.775262424,0,0,0,0,0,0,0,0,0.853349305,0.306741138,0.228654257,0.775262424,0.6,0.8,-0.8,0.468521286,0.673817121,-0.673817121
1070,0.188318517,0.788563565,0.702814272,0.102569224,0,0,0,0,0.336840648,0.336840648,0.851336403,0.851336403,0,0,0,0,0,0,0,0,0.788563565,0.188318517,0.102569224,0.702814272,0.6,0.8,-0.6,0.514495755,0.752709929,-0.564532447
1071,0.296755302,0.853841317,0.668145979,0.111059964,0,0,0,0,0.457572183,0.364724514,0.828962859,0.921810528,0,0,0,0,0,0,0,0,0.693024437,0.043090753,-0.049756916,0.600176768,0.6,0.8,-0.4,0.557086015,0.829739814,-0.414869907
1072,0.411466598,0.901756936,0.607582733,0.117292395,0,0,0,0,0.581308153,0.385192018,0.777424288,0.973540423,0,0,0,0,0,0,0,0,0.562073825,-0.124332648,-0.222390715,0.464015758,0.6,0.8,-0.2,0.588348405,0.889108449,-0.222277112
1073,0.519615242,0.919615242,0.519615242,0.119615242,0,0,0,0,0.692820323,0.392820323,0.692820323,0.992820323,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.8,0,0.6,0.911921505,0
1074,0.607582733,0.901756936,0.411466598,0.117292395,0,0,0,0,0.777424288,0.385192018,0.581308153,0.973540423,0,0,0,0,0.562073825,0.464015758,-0.222390715,-0.124332648,0,0,0,0,0.6,0.8,0.2,0.588348405,0.889108449,0.222277112
1075,0.668145979,0.853841317,0.296755302,0.111059964,0,0,0,0,0.828962859,0.364724514,0.457572183,0.921810528,0,0,0,0,0.693024437,0.600176768,-0.049756916,0.043090753,0,0,0,0,0.6,0.8,0.4,0.557086015,0.829739814,0.414869907
1076,0.702814272,0.788563565,0.188318517,0.102569224,0,0,0,0,0.851336403,0.336840648,0.336840648,0.851336403,0,0,0,0,0.788563565,0.702814272,0.102569224,0.188318517,0,0,0,0,0.6,0.8,0.6,0.514495755,0.752709929,0.564532447
1077,0.718098859,0.718098859,0.093403812,0.093403812,0,0,0,0,0.853349305,0.306741138,0.228654257,0.775262424,0,0,0,0,0.853349305,0.775262424,0.228654257,0.306741138,0,0,0,0,0.6,0.8,0.8,0.468521286,0.673817121,0.673817121
1078,0.720976852,0.650266174,0.013870071,0.084580749,0,0,0,0,0.843451339,0.277765914,0.136344558,0.702029983,0,0,0,0,0.895215148,0.82450447,0.329529723,0.400240401,0,0,0,0,0.6,0.8,1,0.424264069,0.601384779,0.751730974
1079,0.012768435,0.66371299,0.66371299,0.012768435,0,0,0,0,0.238262244,0.368451155,0.889206798,0.759017887,0,0,0,0,0,0,0,0,0.889206798,0.368451155,0.238262244,0.759017887,0.6,1,-1,0.390566733,0.685253056,-0.650944555
1080,0.084580749,0.720976852,0.650266174,0.013870071,0,0,0,0,0.329529723,0.400240401,0.895215148,0.82450447,0,0,0,0,0,0,0,0,0.843451339,0.277765914,0.136344558,0.702029983,0.6,1,-0.8,0.424264069,0.751730974,-0.565685425
1081,0.167455052,0.777449334,0.624950763,0.014956482,0,0,0,0,0.431590324,0.431590324,0.889086035,0.889086035,0,0,0,0,0,0,0,0,0.777449334,0.167455052,0.014956482,0.624950763,0.6,1,-0.6,0.457495711,0.819341907,-0.457495711
1082,0.259242194,0.827017168,0.583685036,0.015910062,0,0,0,0,0.540217938,0.459107227,0.86466078,0.94577149,0,0,0,0,0,0,0,0,0.686529296,0.037643612,-0.124577809,0.524307875,0.6,1,-0.4,0.486664263,0.880587442,-0.324442842
1083,0.354639607,0.86173216,0.523670458,0.016577905,0,0,0,0,0.647409629,0.478378778,0.81644048,0.985471331,0,0,0,0,0,0,0,0,0.568962138,-0.107161265,-0.276192116,0.399931287,0.6,1,-0.2,0.507092553,0.924658402,-0.169030851
1084,0.445566394,0.874312857,0.445566394,0.016819931,0,0,0,0,0.742610657,0.48536278,0.742610657,0.999858535,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0.514495755,0.940887412,0
1085,0.523670458,0.86173216,0.354639607,0.016577905,0,0,0,0,0.81644048,0.478378778,0.647409629,0.985471331,0,0,0,0,0.568962138,0.399931287,-0.276192116,-0.107161265,0,0,0,0,0.6,1,0.2,0.507092553,0.924658402,0.169030851
1086,0.583685036,0.827017168,0.259242194,0.015910062,0,0,0,0,0.86466078,0.459107227,0.540217938,0.94577149,0,0,0,0,0.686529296,0.524307875,-0.124577809,0.037643612,0,0,0,0,0.6,1,0.4,0.486664263,0.880587442,0.324442842
1087,0.624950763,0.777449334,0.167455052,0.014956482,0,0,0,0,0.889086035,0.431590324,0.431590324,0.889086035,0,0,0,0,0.777449334,0.624950763,0.014956482,0.167455052,0,0,0,0,0.6,1,0.6,0.457495711,0.819341907,0.457495711
1088,0.650266174,0.720976852,0.084580749,0.013870071,0,0,0,0,0.895215148,0.400240401,0.329529723,0.82450447,0,0,0,0,0.843451339,0.702029983,0.136344558,0.277765914,0,0,0,0,0.6,1,0.8,0.424264069,0.751730974,0.565685425
1089,0.66371299,0.66371299,0.012768435,0.012768435,0,0,0,0,0.889206798,0.368451155,0.238262244,0.759017887,0,0,0,0,0.889206798,0.759017887,0.238262244,0.368451155,0,0,0,0,0.6,1,1,0.390566733,0.685253056,0.650944555
1090,0.118672705,0.118672705,0.73413016,0.73413016,0,0,0,0,0,0,0,0,0.225273063,0.779184773,0.840730518,0.286818809,0,0,0,0,0.225273063,0.286818809,0.840730518,0.779184773,0.8,-1,-1,0.492365964,-0.64421009,-0.615457455
1091,0.193924996,0.127698378,0.723737939,0.789964557,0,0,0,0,0,0,0,0,0.308632863,0.838445806,0.838445806,0.308632863,0,0,0,0,0.127698378,0.193924996,0.789964557,0.723737939,0.8,-1,-0.8,0.529812943,-0.698498445,-0.529812943
1092,0.277765914,0.136344558,0.702029983,0.843451339,0,0,0,0,0,0,0,0,0.400240401,0.895215148,0.82450447,0.329529723,0,0,0,0,0.013870071,0.084580749,0.720976852,0.650266174,0.8,-1,-0.6,0.565685425,-0.751730974,-0.424264069
1093,0.367326581,0.143719783,0.665468978,0.889075776,0,0,0,0,0,0,0,0,0.496426026,0.943639621,0.794568423,0.347354827,0,0,0,0,-0.114479107,-0.039943507,0.630876886,0.556341287,0.8,-1,-0.4,0.596284794,-0.798188571,-0.298142397
1094,0.457370809,0.148764109,0.611674159,0.920280859,0,0,0,0,0,0,0,0,0.59100143,0.976759805,0.74530478,0.359546405,0,0,0,0,-0.252127754,-0.174976079,0.519388996,0.442237321,0.8,-1,-0.2,0.6172134,-0.830569368,-0.15430335
1095,0.541001781,0.150567376,0.541001781,0.931436186,0,0,0,0,0,0,0,0,0.676252226,0.98859975,0.676252226,0.363904702,0,0,0,0,0,0,0,0,0.8,-1,0,0.624695048,-0.842271401,0
1096,0.611674159,0.148764109,0.457370809,0.920280859,0,0,0,0,0,0,0,0,0.74530478,0.976759805,0.59100143,0.359546405,-0.252127754,0.442237321,0.519388996,-0.174976079,0,0,0,0,0.8,-1,0.2,0.6172134,-0.830569368,0.15430335
1097,0.665468978,0.143719783,0.367326581,0.889075776,0,0,0,0,0,0,0,0,0.794568423,0.943639621,0.496426026,0.347354827,-0.114479107,0.556341287,0.630876886,-0.039943507,0,0,0,0,0.8,-1,0.4,0.596284794,-0.798188571,0.298142397
1098,0.702029983,0.136344558,0.277765914,0.843451339,0,0,0,0,0,0,0,0,0.82450447,0.895215148,0.400240401,0.329529723,0.013870071,0.650266174,0.720976852,0.084580749,0,0,0,0,0.8,-1,0.6,0.565685425,-0.751730974,0.424264069
1099,0.723737939,0.127698378,0.193924996,0.789964557,0,0,0,0,0,0,0,0,0.838445806,0.838445806,0.308632863,0.308632863,0.127698378,0.723737939,0.789964557,0.193924996,0,0,0,0,0.8,-1,0.8,0.529812943,-0.698498445,0.529812943
1100,0.73413016,0.118672705,0.118672705,0.73413016,0,0,0,0,0,0,0,0,0.840730518,0.779184773,0.225273063,0.286818809,0.225273063,0.779184773,0.840730518,0.286818809,0,0,0,0,0.8,-1,1,0.492365964,-0.64421009,0.615457455
1101,0.127698378,0.193924996,0.789964557,0.723737939,0,0,0,0,0,0,0,0,0.127698378,0.723737939,0.789964557,0.193924996,0,0,0,0,0.308632863,0.308632863,0.838445806,0.838445806,0.8,-0.8,-1,0.529812943,-0.558798756,-0.698498445
1102,0.211324865,0.211324865,0.788675135,0.788675135,0,0,0,0,0,0,0,0,0.211324865,0.788675135,0.788675135,0.211324865,0,0,0,0,0.211324865,0.211324865,0.788675135,0.788675135,0.8,-0.8,-0.8,0.577350269,-0.615457455,-0.615457455
1103,0.306741138,0.228654257,0.775262424,0.853349305,0,0,0,0,0,0,0,0,0.306741138,0.853349305,0.775262424,0.228654257,0,0,0,0,0.093403812,0.093403812,0.718098859,0.718098859,0.8,-0.8,-0.6,0.624695048,-0.673817121,-0.50536284
1104,0.410683603,0.244016936,0.744016936,0.910683603,0,0,0,0,0,0,0,0,0.410683603,0.910683603,0.744016936,0.244016936,0,0,0,0,-0.044658199,-0.044658199,0.622008468,0.622008468,0.8,-0.8,-0.4,0.666666667,-0.727392967,-0.363696484
1105,0.515983861,0.254867377,0.690061517,0.951178001,0,0,0,0,0,0,0,0,0.515983861,0.951178001,0.690061517,0.254867377,0,0,0,0,-0.19739964,-0.19739964,0.498910984,0.498910984,0.8,-0.8,-0.2,0.696310624,-0.766401665,-0.191600416
1106,0.612372436,0.258819045,0.612372436,0.965925826,0,0,0,0,0,0,0,0,0.612372436,0.965925826,0.612372436,0.258819045,0,0,0,0,0,0,0,0,0.8,-0.8,0,0.707106781,-0.780868809,0
1107,0.690061517,0.254867377,0.515983861,0.951178001,0,0,0,0,0,0,0,0,0.690061517,0.951178001,0.515983861,0.254867377,-0.19739964,0.498910984,0.498910984,-0.19739964,0,0,0,0,0.8,-0.8,0.2,0.696310624,-0.766401665,0.191600416
1108,0.744016936,0.244016936,0.410683603,0.910683603,0,0,0,0,0,0,0,0,0.744016936,0.910683603,0.410683603,0.244016936,-0.044658199,0.622008468,0.622008468,-0.044658199,0,0,0,0,0.8,-0.8,0.4,0.666666667,-0.727392967,0.363696484
1109,0.775262424,0.228654257,0.306741138,0.853349305,0,0,0,0,0,0,0,0,0.775262424,0.853349305,0.306741138,0.228654257,0.093403812,0.718098859,0.718098859,0.093403812,0,0,0,0,0.8,-0.8,0.6,0.624695048,-0.673817121,0.50536284
1110,0.788675135,0.211324865,0.211324865,0.788675135,0,0,0,0,0,0,0,0,0.788675135,0.788675135,0.211324865,0.211324865,0.211324865,0.788675135,0.788675135,0.211324865,0,0,0,0,0.8,-0.8,0.8,0.577350269,-0.615457455,0.615457455
1111,0.789964557,0.193924996,0.127698378,0.723737939,0,0,0,0,0,0,0,0,0.789964557,0.723737939,0.127698378,0.193924996,0.308632863,0.838445806,0.838445806,0.308632863,0,0,0,0,0.8,-0.8,1,0.529812943,-0.558798756,0.698498445
1112,0.136344558,0.277765914,0.843451339,0.702029983,0,0,0,0,0,0,0,0,0.013870071,0.650266174,0.720976852,0.084580749,0,0,0,0,0.400240401,0.329529723,0.82450447,0.895215148,0.8,-0.6,-1,0.565685425,-0.451038584,-0.751730974
1113,0.228654257,0.306741138,0.853349305,0.775262424,0,0,0,0,0,0,0,0,0.093403812,0.718098859,0.718098859,0.093403812,0,0,0,0,0.306741138,0.228654257,0.775262424,0.853349305,0.8,-0.6,-0.8,0.624695048,-0.50536284,-0.673817121
1114,0.336840648,0.336840648,0.851336403,0.851336403,0,0,0,0,0,0,0,0,0.188318517,0.788563565,0.702814272,0.102569224,0,0,0,0,0.188318517,0.102569224,0.702814272,0.788563565,0.8,-0.6,-0.6,0.685994341,-0.564532447,-0.564532447
1115,0.457572183,0.364724514,0.828962859,0.921810528,0,0,0,0,0,0,0,0,0.296755302,0.853841317,0.668145979,0.111059964,0,0,0,0,0.043090753,-0.049756916,0.600176768,0.693024437,0.8,-0.6,-0.4,0.742781353,-0.62230486,-0.414869907
1116,0.581308153,0.385192018,0.777424288,0.973540423,0,0,0,0,0,0,0,0,0.411466598,0.901756936,0.607582733,0.117292395,0,0,0,0,-0.124332648,-0.222390715,0.464015758,0.562073825,0.8,-0.6,-0.2,0.784464541,-0.666831337,-0.222277112
1117,0.692820323,0.392820323,0.692820323,0.992820323,0,0,0,0,0,0,0,0,0.519615242,0.919615242,0.519615242,0.119615242,0,0,0,0,0,0,0,0,0.8,-0.6,0,0.8,-0.683941129,0
1118,0.777424288,0.385192018,0.581308153,0.973540423,0,0,0,0,0,0,0,0,0.607582733,0.901756936,0.411466598,0.117292395,-0.124332648,0.562073825,0.464015758,-0.222390715,0,0,0,0,0.8,-0.6,0.2,0.784464541,-0.666831337,0.222277112
1119,0.828962859,0.364724514,0.457572183,0.921810528,0,0,0,0,0,0,0,0,0.668145979,0.853841317,0.296755302,0.111059964,0.043090753,0.693024437,0.600176768,-0.049756916,0,0,0,0,0.8,-0.6,0.4,0.742781353,-0.62230486,0.414869907
1120,0.851336403,0.336840648,0.336840648,0.851336403,0,0,0,0,0,0,0,0,0.702814272,0.788563565,0.188318517,0.102569224,0.188318517,0.788563565,0.702814272,0.102569224,0,0,0,0,0.8,-0.6,0.6,0.685994341,-0.564532447,0.564532447
1121,0.853349305,0.306741138,0.228654257,0.775262424,0,0,0,0,0,0,0,0,0.718098859,0.718098859,0.093403812,0.093403812,0.306741138,0.853349305,0.775262424,0.228654257,0,0,0,0,0.8,-0.6,0.8,0.624695048,-0.50536284,0.673817121
